Timestamp,Date,Client ID,Age,Income of Principal Buyer,Marital Status,No. of Family Members,Preferred Location,SOURCE OF LEAD,Source of Income,Employer,Preferred Pay Term,Age of Spouse,Income of Spouse,Recommended Model
11/15/2028 19:33:37,11/15/2028,Client 562,43,"PHP 40,000",Married,6,BATULAO,Facebook Ads,OFW Land base,hyundai engineering korea,20-80 Pagibig Financing,48,"PHP 27,500",CALISTA MID
11/20/2028 15:39:25,11/20/2028,Client 563,38,"PHP 314,000",Married,4,BALIWAG,Broker/Agent,OFW Land base,Kuwait oil company,10-90 Bank Financing,34,"PHP 225,000",UNNA CORNER
11/21/2028 10:29:00,11/21/2028,Client 564,49,"PHP 85,000",Married,2,BATULAO,Other:,Locally Employed,department OF education,20-80 Pagibig Financing,50,"PHP 93,000",CALISTA END
11/23/2028 14:16:01,11/23/2028,Client 565,29,"PHP 25,500",Widow,,TAYABAS,Facebook Ads,Locally Employed,SM investments corp,20-80 Pagibig Financing,,,CALISTA MID
11/27/2028 11:00:16,11/27/2028,Client 566,37,"PHP 28,000",Married,3,MAGALANG EAST,Referral,Locally Employed,Land bank of the philippines,10-90 Bank Financing,39,"PHP 32,000",CALISTA MID
11/27/2028 13:14:11,11/27/2028,Client 567,31,"PHP 246,000",Widow,,PANDI EXPANSION,Referral,OFW Land base,consolidated contractors,Deferred Cash,,,CALISTA END
12/04/2028 19:50:58,12/04/2028,Client 568,28,"PHP 35,500",Married,3,PANDI EXPANSION,Facebook Ads,OFW Land base,Qatar petroleum,20-80 Pagibig Financing,26,"PHP 21,500",CALISTA MID
12/05/2028 20:27:14,12/05/2028,Client 569,55,"PHP 140,000",Married,5,LIPA,Facebook Ads,OFW Sea Base,Maersk Line,20-80 Pagibig Financing,56,"PHP 164,500",CALISTA END
12/06/2028 16:36:38,12/06/2028,Client 570,29,"PHP 48,500",Married,5,PANDI EXPANSION,Broker/Agent,OFW Sea Base,maersk line,20-80 Pagibig Financing,28,"PHP 27,500",CALISTA MID
12/11/2028 08:30:19,12/11/2028,Client 571,32,"PHP 65,000",Married,5,BATULAO,Facebook Ads,OFW Sea Base,Msc cruises,10-90 Bank Financing,30,"PHP 76,000",CALISTA END
12/13/2028 18:57:51,12/13/2028,Client 572,30,"PHP 149,000",Single,,LIPA,Referral,Self Employed/ Business Owner,family agricultural business,20-80 Pagibig Financing,,,CALISTA END
12/13/2028 09:57:33,12/13/2028,Client 573,42,"PHP 84,000",Married,3,NAIC,Other:,OFW Land base,adnoc,20-80 Pagibig Financing,37,"PHP 87,500",CALISTA END
12/14/2028 20:12:14,12/14/2028,Client 574,47,"PHP 46,000",Married,5,STO. TOMAS,Facebook Ads,Locally Employed,department OF EDUCATION,10-90 Bank Financing,52,"PHP 45,500",CALISTA MID
12/15/2028 20:32:40,12/15/2028,Client 575,31,"PHP 139,500",Single,,MAGALANG EAST,Facebook Ads,OFW Land base,Al futtaim group,20-80 Pagibig Financing,,,CALISTA END
12/17/2028 19:18:59,12/17/2028,Client 576,28,"PHP 117,000",Married,2,PANDI EXPANSION,Broker/Agent,Self Employed/ Business Owner,online seller,10-90 Bank Financing,32,"PHP 149,500",CALISTA END
12/17/2028 18:48:48,12/17/2028,Client 577,48,"PHP 46,000",Married,3,MAGALANG EAST,Referral,Locally Employed,accenture philippines,10-90 Bank Financing,45,"PHP 43,500",CALISTA MID
12/24/2028 12:55:59,12/24/2028,Client 578,33,"PHP 147,500",Married,5,GEN TRI,Other:,OFW Land base,Al futtaim group,20-80 Pagibig Financing,35,"PHP 137,000",CALISTA END
12/25/2028 10:51:17,12/25/2028,Client 579,47,"PHP 45,000",Single,,BALIWAG,Facebook Ads,OFW Land base,enoc,20-80 Pagibig Financing,,,CALISTA MID
01/08/2029 10:21:52,01/08/2029,Client 580,54,"PHP 148,000",Single,N/a,LIPA,Facebook Ads,OFW Sea Base,msc cruises,20-80 Pagibig Financing,N/a,N/a,CALISTA END
01/10/2029 10:47:42,01/10/2029,Client 581,27,"PHP 37,500",Widow,,LIPA,Referral,OFW Land base,jumeirah group,20-80 Pagibig Financing,,,CALISTA MID
01/11/2029 18:00:10,01/11/2029,Client 582,34,"PHP 23,500",Married,2,NAIC,Referral,Self Employed/ Business Owner,sari-sari store,Cash,30,"PHP 28,000",CALISTA MID
01/17/2029 17:33:34,01/17/2029,Client 583,36,"PHP 32,000",Married,5,BATULAO,Facebook Ads,OFW Sea Base,evergreen marine,20-80 Pagibig Financing,33,"PHP 31,500",CALISTA MID
01/24/2029 13:26:50,01/24/2029,Client 584,46,"PHP 217,500",Married,4,LIPA,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,43,"PHP 200,000",CALISTA END
01/24/2029 19:46:19,01/24/2029,Client 585,36,"PHP 43,000",Widow,,BATULAO,Facebook Ads,OFW Land base,Bechtel middle east,Deferred Cash,,,CALISTA MID
01/25/2029 20:17:03,01/25/2029,Client 586,47,"PHP 148,500",Married,5,MAGALANG EAST,Facebook Ads,OFW Land base,sohar aluminum,20-80 Pagibig Financing,52,"PHP 109,000",CALISTA END
01/28/2029 16:57:04,01/28/2029,Client 587,55,"PHP 30,500",Widow,2,CALAMBA,Facebook Ads,OFW Land base,kuwait oil company,20-80 Pagibig Financing,,,CALISTA MID
01/31/2029 17:09:25,01/31/2029,Client 588,30,"PHP 118,000",Single,N/a,GEN TRI,Referral,OFW Land base,pricewaterhousecoopers uae,20-80 Pagibig Financing,N/a,N/a,CALISTA MID
02/04/2029 14:33:47,02/04/2029,Client 589,53,"PHP 124,500",Married,4,NAIC,Broker/Agent,Locally Employed,philippine general Hospital,10-90 Bank Financing,50,"PHP 129,000",CALISTA END
02/05/2029 09:02:13,02/05/2029,Client 590,27,"PHP 88,000",Married,5,MAGALANG EAST,Facebook Ads,OFW Sea Base,carnival cruise line,20-80 Pagibig Financing,22,"PHP 49,000",CALISTA END
02/05/2029 19:49:42,02/05/2029,Client 591,48,"PHP 112,500",Single,,STO. TOMAS,Other:,Locally Employed,ayala land construction,20-80 Pagibig Financing,,,CALISTA END
02/13/2029 20:39:57,02/13/2029,Client 592,41,"PHP 98,000",Married,7,STO. TOMAS,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,44,"PHP 107,500",CALISTA END
02/14/2029 17:14:34,02/14/2029,Client 593,37,"PHP 41,500",Single,,STO. TOMAS,Broker/Agent,OFW Sea Base,Philippine airlines (int'l),20-80 Pagibig Financing,,,CALISTA MID
02/28/2029 20:42:42,02/28/2029,Client 594,45,"PHP 58,000",Married,7,NAIC,Facebook Ads,OFW Land base,samsung c&t (saudi),10-90 Bank Financing,42,"PHP 58,000",CALISTA END
03/02/2029 10:14:30,03/02/2029,Client 595,40,"PHP 130,500",Married,6,BATULAO,Other:,OFW Sea Base,carnival cruise line,10-90 Bank Financing,40,"PHP 124,500",CALISTA END
03/03/2029 12:57:50,03/03/2029,Client 596,37,"PHP 209,000",Single,N/a,BATULAO,Broker/Agent,OFW Land base,EMIRATES AIRLINES,20-80 Pagibig Financing,N/a,N/a,CALISTA END
03/05/2029 08:32:23,03/05/2029,Client 597,52,"PHP 35,000",Married,7,GEN TRI,Facebook Ads,OFW Land base,emaar properties,20-80 Pagibig Financing,52,"PHP 28,000",CALISTA MID
03/05/2029 13:20:16,03/05/2029,Client 598,25,"PHP 65,500",Widow,,BALIWAG,Broker/Agent,OFW Sea Base,MSC cruises,20-80 Pagibig Financing,,,CALISTA MID
03/09/2029 10:48:26,03/09/2029,Client 599,55,"PHP 113,000",Married,7,LIPA,Referral,OFW Land base,adnoc,20-80 Pagibig Financing,60,"PHP 81,500",CALISTA END
03/11/2029 19:24:52,03/11/2029,Client 600,36,"PHP 114,000",Single,,STO. TOMAS,Facebook Ads,Locally Employed,Universal robina corp,20-80 Pagibig Financing,,,CALISTA END
03/23/2024 10:39:07,03/23/2024,Client 601,51,"PHP 333,000",Married,4,BALIWAG,Other:,OFW Land base,Hyundai engineering korea,20-80 Pagibig Financing,47,"PHP 331,000",UNNA CORNER
06/15/2024 20:16:33,06/15/2024,Client 602,37,"PHP 274,000",Married,5,BALIWAG,Facebook Ads,Locally Employed,Sm investments corp,20-80 Pagibig Financing,34,"PHP 252,000",UNNA CORNER
06/18/2024 12:45:55,06/18/2024,Client 603,52,"PHP 125,000",Married,6,GEN TRI,Referral,Self Employed/ Business Owner,freelance Services,20-80 Pagibig Financing,51,"PHP 142,500",UNNA CORNER
10/28/2024 14:48:58,10/28/2024,Client 604,58,"PHP 304,500",Married,6,BALIWAG,Facebook Ads,OFW Sea Base,CARNIVAL cruise line,10-90 Bank Financing,60,"PHP 198,000",UNNA CORNER
01/18/2025 16:17:17,01/18/2025,Client 605,60,"PHP 97,500",Married,7,GEN TRI,Referral,OFW Land base,enoc,10-90 Bank Financing,52,"PHP 86,000",UNNA CORNER
02/22/2025 14:36:53,02/22/2025,Client 606,62,"PHP 212,000",Married,8,BALIWAG,Referral,Locally Employed,bureau OF internal REVENUE,Cash,66,"PHP 241,500",UNNA CORNER
06/13/2025 13:43:23,06/13/2025,Client 607,45,"PHP 246,000",Single,N/a,BALIWAG,Referral,Locally Employed,San miguel corporation,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
08/12/2025 18:25:11,08/12/2025,Client 608,58,"PHP 165,000",Married,9,BALIWAG,Facebook Ads,Self Employed/ Business Owner,online seller,Cash,60,"PHP 154,000",UNNA CORNER
08/16/2025 15:58:30,08/16/2025,Client 609,47,"PHP 184,000",Married,8,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,20-80 Pagibig Financing,41,"PHP 136,500",UNNA CORNER
08/30/2025 18:03:43,08/30/2025,Client 610,38,"PHP 346,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,hyundai engineering korea,Deferred Cash,38,"PHP 387,000",UNNA CORNER
09/16/2025 17:14:04,09/16/2025,Client 611,35,"PHP 221,000",Married,9,BALIWAG,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,38,"PHP 108,000",UNNA CORNER
10/22/2025 10:40:45,10/22/2025,Client 612,35,"PHP 190,000",Single,,GEN TRI,Facebook Ads,OFW Land base,kuwait oil company,10-90 Bank Financing,,,UNNA CORNER
10/22/2025 16:37:49,10/22/2025,Client 613,48,"PHP 322,500",Married,7,BALIWAG,Facebook Ads,OFW Land base,aramco,20-80 Pagibig Financing,43,"PHP 195,000",UNNA CORNER
12/27/2025 16:37:11,12/27/2025,Client 614,50,"PHP 229,500",Married,4,BALIWAG,Referral,OFW Land base,Emaar properties,20-80 Pagibig Financing,47,"PHP 202,000",UNNA CORNER
02/26/2026 19:46:53,02/26/2026,Client 615,36,"PHP 160,500",Married,7,BALIWAG,Referral,OFW Land base,KUWAIT OIL COMPANY,20-80 Pagibig Financing,34,"PHP 116,000",UNNA CORNER
06/10/2026 20:11:12,06/10/2026,Client 616,42,"PHP 367,500",Married,4,BALIWAG,Facebook Ads,OFW Land base,Emaar properties,20-80 Pagibig Financing,46,"PHP 288,000",UNNA CORNER
06/12/2026 18:36:32,06/12/2026,Client 617,63,"PHP 379,500",Single,,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,10-90 Bank Financing,,,UNNA CORNER
06/15/2026 17:28:30,06/15/2026,Client 618,39,"PHP 200,000",Married,8,BALIWAG,Facebook Ads,Locally Employed,Cebu pacific,10-90 Bank Financing,37,"PHP 196,000",UNNA CORNER
07/25/2026 14:19:02,07/25/2026,Client 619,39,"PHP 361,500",Married,6,BALIWAG,Facebook Ads,OFW Land base,qatar PETROLEUM,20-80 Pagibig Financing,46,"PHP 337,500",UNNA CORNER
08/22/2026 14:44:21,08/22/2026,Client 620,40,"PHP 276,000",Single,,BALIWAG,Facebook Ads,OFW Land base,emaar properties,Deferred Cash,,,UNNA CORNER
08/27/2026 09:49:47,08/27/2026,Client 621,45,"PHP 179,000",Married,8,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,43,"PHP 205,000",UNNA CORNER
09/13/2026 17:28:17,09/13/2026,Client 622,45,"PHP 186,000",Single,,GEN TRI,Facebook Ads,OFW Sea Base,maersk line,20-80 Pagibig Financing,,,UNNA CORNER
09/23/2026 11:14:49,09/23/2026,Client 623,61,"PHP 126,000",Married,10,GEN TRI,Broker/Agent,OFW Land base,al futtaim group,Deferred Cash,63,"PHP 85,500",UNNA CORNER
10/19/2026 17:19:42,10/19/2026,Client 624,53,"PHP 195,000",Married,5,BALIWAG,Referral,OFW Sea Base,philippine airlines (int'l),20-80 Pagibig Financing,55,"PHP 225,000",UNNA CORNER
10/24/2026 08:42:20,10/24/2026,Client 625,51,"PHP 360,000",Married,5,BALIWAG,Facebook Ads,Self Employed/ Business Owner,family agricultural business,20-80 Pagibig Financing,58,"PHP 448,000",UNNA CORNER
12/04/2026 14:44:47,12/04/2026,Client 626,47,"PHP 236,000",Married,7,BALIWAG,Facebook Ads,OFW Land base,Pricewaterhousecoopers uae,20-80 Pagibig Financing,46,"PHP 242,000",UNNA CORNER
12/31/2026 17:38:33,12/31/2026,Client 627,37,"PHP 191,000",Married,7,BALIWAG,Referral,Locally Employed,st. Luke's medical Center,20-80 Pagibig Financing,33,"PHP 192,000",UNNA CORNER
01/22/2027 20:42:31,01/22/2027,Client 628,62,"PHP 181,500",Married,5,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,60,"PHP 200,000",UNNA CORNER
08/26/2027 17:03:02,08/26/2027,Client 629,44,"PHP 223,500",Married,6,BALIWAG,Facebook Ads,Locally Employed,Bdo unibank,10-90 Bank Financing,44,"PHP 136,000",UNNA CORNER
08/28/2027 20:28:28,08/28/2027,Client 630,44,"PHP 267,000",Single,,BALIWAG,Broker/Agent,OFW Sea Base,evergreen marine,20-80 Pagibig Financing,,,UNNA CORNER
11/03/2027 08:16:55,11/03/2027,Client 631,50,"PHP 372,000",Married,7,BALIWAG,Referral,OFW Land base,adnoc,20-80 Pagibig Financing,46,"PHP 198,000",UNNA CORNER
11/12/2027 14:24:33,11/12/2027,Client 632,58,"PHP 309,000",Married,7,BALIWAG,Broker/Agent,OFW Land base,pricewaterhousecoopers uae,20-80 Pagibig Financing,59,"PHP 326,000",UNNA CORNER
12/09/2027 15:01:44,12/09/2027,Client 633,53,"PHP 285,000",Single,,BALIWAG,Facebook Ads,Locally Employed,holcim Philippines,20-80 Pagibig Financing,,,UNNA CORNER
01/04/2028 11:03:13,01/04/2028,Client 634,50,"PHP 235,000",Single,N/a,GEN TRI,Broker/Agent,Locally Employed,meralco,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
02/21/2028 17:52:57,02/21/2028,Client 635,39,"PHP 323,000",Widow,N/a,BALIWAG,Other:,OFW Sea Base,Msc cruises,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
05/22/2028 17:35:52,05/22/2028,Client 636,65,"PHP 121,500",Married,8,GEN TRI,Other:,OFW Land base,Aramco,Deferred Cash,60,"PHP 70,500",UNNA CORNER
08/11/2028 13:37:58,08/11/2028,Client 637,41,"PHP 389,000",Married,4,BALIWAG,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,38,"PHP 251,000",UNNA CORNER
10/23/2028 15:33:43,10/23/2028,Client 638,58,"PHP 109,000",Married,5,GEN TRI,Facebook Ads,Self Employed/ Business Owner,own business operations,20-80 Pagibig Financing,51,"PHP 81,000",UNNA CORNER
11/20/2028 15:39:25,11/20/2028,Client 639,36,"PHP 319,000",Married,5,BALIWAG,Broker/Agent,OFW Land base,Kuwait oil company,10-90 Bank Financing,35,"PHP 220,500",UNNA CORNER
03/23/2024 10:39:07,03/23/2024,Client 640,48,"PHP 327,000",Married,4,BALIWAG,Other:,OFW Land base,Hyundai engineering korea,20-80 Pagibig Financing,46,"PHP 313,000",UNNA CORNER
06/15/2024 20:16:33,06/15/2024,Client 641,34,"PHP 299,000",Married,4,BALIWAG,Facebook Ads,Locally Employed,Sm investments corp,20-80 Pagibig Financing,33,"PHP 253,000",UNNA CORNER
06/18/2024 12:45:55,06/18/2024,Client 642,51,"PHP 127,000",Married,6,GEN TRI,Referral,Self Employed/ Business Owner,freelance Services,20-80 Pagibig Financing,54,"PHP 142,000",UNNA CORNER
10/28/2024 14:48:58,10/28/2024,Client 643,57,"PHP 329,000",Married,6,BALIWAG,Facebook Ads,OFW Sea Base,CARNIVAL cruise line,10-90 Bank Financing,57,"PHP 194,000",UNNA CORNER
01/18/2025 16:17:17,01/18/2025,Client 644,60,"PHP 93,000",Married,5,GEN TRI,Referral,OFW Land base,enoc,10-90 Bank Financing,51,"PHP 87,000",UNNA CORNER
02/22/2025 14:36:53,02/22/2025,Client 645,61,"PHP 207,000",Married,10,BALIWAG,Referral,Locally Employed,bureau OF internal REVENUE,Cash,66,"PHP 229,500",UNNA CORNER
06/13/2025 13:43:23,06/13/2025,Client 646,43,"PHP 254,000",Single,N/a,BALIWAG,Referral,Locally Employed,San miguel corporation,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
08/12/2025 18:25:11,08/12/2025,Client 647,58,"PHP 175,500",Married,8,BALIWAG,Facebook Ads,Self Employed/ Business Owner,online seller,Cash,61,"PHP 146,000",UNNA CORNER
08/16/2025 15:58:30,08/16/2025,Client 648,46,"PHP 194,000",Married,8,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,20-80 Pagibig Financing,42,"PHP 135,000",UNNA CORNER
08/30/2025 18:03:43,08/30/2025,Client 649,38,"PHP 342,000",Married,7,BALIWAG,Facebook Ads,OFW Land base,hyundai engineering korea,Deferred Cash,37,"PHP 407,000",UNNA CORNER
09/16/2025 17:14:04,09/16/2025,Client 650,35,"PHP 216,000",Married,9,BALIWAG,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,38,"PHP 106,500",UNNA CORNER
10/22/2025 10:40:45,10/22/2025,Client 651,34,"PHP 189,000",Single,,GEN TRI,Facebook Ads,OFW Land base,kuwait oil company,10-90 Bank Financing,,,UNNA CORNER
10/22/2025 16:37:49,10/22/2025,Client 652,47,"PHP 319,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,aramco,20-80 Pagibig Financing,40,"PHP 187,000",UNNA CORNER
12/27/2025 16:37:11,12/27/2025,Client 653,51,"PHP 220,000",Married,5,BALIWAG,Referral,OFW Land base,Emaar properties,20-80 Pagibig Financing,47,"PHP 198,000",UNNA CORNER
02/26/2026 19:46:53,02/26/2026,Client 654,35,"PHP 175,000",Married,7,BALIWAG,Referral,OFW Land base,KUWAIT OIL COMPANY,20-80 Pagibig Financing,34,"PHP 109,000",UNNA CORNER
06/10/2026 20:11:12,06/10/2026,Client 655,41,"PHP 359,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,Emaar properties,20-80 Pagibig Financing,43,"PHP 290,000",UNNA CORNER
06/12/2026 18:36:32,06/12/2026,Client 656,64,"PHP 361,500",Single,,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,10-90 Bank Financing,,,UNNA CORNER
06/15/2026 17:28:30,06/15/2026,Client 657,38,"PHP 206,000",Married,8,BALIWAG,Facebook Ads,Locally Employed,Cebu pacific,10-90 Bank Financing,34,"PHP 193,500",UNNA CORNER
07/25/2026 14:19:02,07/25/2026,Client 658,40,"PHP 361,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,qatar PETROLEUM,20-80 Pagibig Financing,44,"PHP 325,500",UNNA CORNER
08/22/2026 14:44:21,08/22/2026,Client 659,39,"PHP 289,000",Single,,BALIWAG,Facebook Ads,OFW Land base,emaar properties,Deferred Cash,,,UNNA CORNER
08/27/2026 09:49:47,08/27/2026,Client 660,44,"PHP 175,500",Married,8,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,46,"PHP 219,000",UNNA CORNER
09/13/2026 17:28:17,09/13/2026,Client 661,41,"PHP 188,000",Single,,GEN TRI,Facebook Ads,OFW Sea Base,maersk line,20-80 Pagibig Financing,,,UNNA CORNER
09/23/2026 11:14:49,09/23/2026,Client 662,61,"PHP 133,000",Married,8,GEN TRI,Broker/Agent,OFW Land base,al futtaim group,Deferred Cash,64,"PHP 85,000",UNNA CORNER
10/19/2026 17:19:42,10/19/2026,Client 663,55,"PHP 213,000",Married,6,BALIWAG,Referral,OFW Sea Base,philippine airlines (int'l),20-80 Pagibig Financing,58,"PHP 230,000",UNNA CORNER
10/24/2026 08:42:20,10/24/2026,Client 664,55,"PHP 362,000",Married,5,BALIWAG,Facebook Ads,Self Employed/ Business Owner,family agricultural business,20-80 Pagibig Financing,57,"PHP 426,000",UNNA CORNER
12/04/2026 14:44:47,12/04/2026,Client 665,47,"PHP 229,000",Married,9,BALIWAG,Facebook Ads,OFW Land base,Pricewaterhousecoopers uae,20-80 Pagibig Financing,45,"PHP 251,000",UNNA CORNER
12/31/2026 17:38:33,12/31/2026,Client 666,38,"PHP 189,000",Married,7,BALIWAG,Referral,Locally Employed,st. Luke's medical Center,20-80 Pagibig Financing,32,"PHP 189,000",UNNA CORNER
01/22/2027 20:42:31,01/22/2027,Client 667,64,"PHP 177,000",Married,5,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,59,"PHP 190,000",UNNA CORNER
08/26/2027 17:03:02,08/26/2027,Client 668,43,"PHP 214,500",Married,6,BALIWAG,Facebook Ads,Locally Employed,Bdo unibank,10-90 Bank Financing,42,"PHP 145,000",UNNA CORNER
08/28/2027 20:28:28,08/28/2027,Client 669,44,"PHP 270,000",Single,,BALIWAG,Broker/Agent,OFW Sea Base,evergreen marine,20-80 Pagibig Financing,,,UNNA CORNER
11/03/2027 08:16:55,11/03/2027,Client 670,50,"PHP 371,000",Married,7,BALIWAG,Referral,OFW Land base,adnoc,20-80 Pagibig Financing,47,"PHP 196,000",UNNA CORNER
11/12/2027 14:24:33,11/12/2027,Client 671,56,"PHP 312,000",Married,7,BALIWAG,Broker/Agent,OFW Land base,pricewaterhousecoopers uae,20-80 Pagibig Financing,61,"PHP 323,000",UNNA CORNER
12/09/2027 15:01:44,12/09/2027,Client 672,52,"PHP 306,000",Single,,BALIWAG,Facebook Ads,Locally Employed,holcim Philippines,20-80 Pagibig Financing,,,UNNA CORNER
01/04/2028 11:03:13,01/04/2028,Client 673,52,"PHP 235,000",Single,N/a,GEN TRI,Broker/Agent,Locally Employed,meralco,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
02/21/2028 17:52:57,02/21/2028,Client 674,40,"PHP 320,000",Widow,N/a,BALIWAG,Other:,OFW Sea Base,Msc cruises,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
05/22/2028 17:35:52,05/22/2028,Client 675,64,"PHP 128,000",Married,7,GEN TRI,Other:,OFW Land base,Aramco,Deferred Cash,57,"PHP 70,500",UNNA CORNER
08/11/2028 13:37:58,08/11/2028,Client 676,39,"PHP 368,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,40,"PHP 240,000",UNNA CORNER
10/23/2028 15:33:43,10/23/2028,Client 677,54,"PHP 103,500",Married,4,GEN TRI,Facebook Ads,Self Employed/ Business Owner,own business operations,20-80 Pagibig Financing,52,"PHP 81,000",UNNA CORNER
11/20/2028 15:39:25,11/20/2028,Client 678,37,"PHP 307,500",Married,4,BALIWAG,Broker/Agent,OFW Land base,Kuwait oil company,10-90 Bank Financing,32,"PHP 226,000",UNNA CORNER
03/23/2024 10:39:07,03/23/2024,Client 679,51,"PHP 335,000",Married,5,BALIWAG,Other:,OFW Land base,Hyundai engineering korea,20-80 Pagibig Financing,47,"PHP 317,000",UNNA CORNER
06/15/2024 20:16:33,06/15/2024,Client 680,36,"PHP 272,000",Married,4,BALIWAG,Facebook Ads,Locally Employed,Sm investments corp,20-80 Pagibig Financing,33,"PHP 239,000",UNNA CORNER
06/18/2024 12:45:55,06/18/2024,Client 681,53,"PHP 130,500",Married,4,GEN TRI,Referral,Self Employed/ Business Owner,freelance Services,20-80 Pagibig Financing,55,"PHP 145,000",UNNA CORNER
10/28/2024 14:48:58,10/28/2024,Client 682,58,"PHP 310,000",Married,7,BALIWAG,Facebook Ads,OFW Sea Base,CARNIVAL cruise line,10-90 Bank Financing,57,"PHP 193,500",UNNA CORNER
01/18/2025 16:17:17,01/18/2025,Client 683,59,"PHP 90,000",Married,6,GEN TRI,Referral,OFW Land base,enoc,10-90 Bank Financing,55,"PHP 88,500",UNNA CORNER
02/22/2025 14:36:53,02/22/2025,Client 684,65,"PHP 214,500",Married,10,BALIWAG,Referral,Locally Employed,bureau OF internal REVENUE,Cash,68,"PHP 241,000",UNNA CORNER
06/13/2025 13:43:23,06/13/2025,Client 685,46,"PHP 253,500",Single,N/a,BALIWAG,Referral,Locally Employed,San miguel corporation,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
08/12/2025 18:25:11,08/12/2025,Client 686,58,"PHP 179,000",Married,8,BALIWAG,Facebook Ads,Self Employed/ Business Owner,online seller,Cash,64,"PHP 152,000",UNNA CORNER
08/16/2025 15:58:30,08/16/2025,Client 687,48,"PHP 192,000",Married,8,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,20-80 Pagibig Financing,40,"PHP 133,000",UNNA CORNER
08/30/2025 18:03:43,08/30/2025,Client 688,38,"PHP 362,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,hyundai engineering korea,Deferred Cash,37,"PHP 403,000",UNNA CORNER
09/16/2025 17:14:04,09/16/2025,Client 689,33,"PHP 211,500",Married,10,BALIWAG,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,41,"PHP 106,000",UNNA CORNER
10/22/2025 10:40:45,10/22/2025,Client 690,36,"PHP 181,500",Single,,GEN TRI,Facebook Ads,OFW Land base,kuwait oil company,10-90 Bank Financing,,,UNNA CORNER
10/22/2025 16:37:49,10/22/2025,Client 691,45,"PHP 318,000",Married,7,BALIWAG,Facebook Ads,OFW Land base,aramco,20-80 Pagibig Financing,43,"PHP 197,000",UNNA CORNER
12/27/2025 16:37:11,12/27/2025,Client 692,51,"PHP 237,000",Married,4,BALIWAG,Referral,OFW Land base,Emaar properties,20-80 Pagibig Financing,45,"PHP 194,000",UNNA CORNER
02/26/2026 19:46:53,02/26/2026,Client 693,33,"PHP 175,000",Married,8,BALIWAG,Referral,OFW Land base,KUWAIT OIL COMPANY,20-80 Pagibig Financing,32,"PHP 117,000",UNNA CORNER
06/10/2026 20:11:12,06/10/2026,Client 694,43,"PHP 357,000",Married,4,BALIWAG,Facebook Ads,OFW Land base,Emaar properties,20-80 Pagibig Financing,47,"PHP 298,500",UNNA CORNER
06/12/2026 18:36:32,06/12/2026,Client 695,63,"PHP 365,000",Single,,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,10-90 Bank Financing,,,UNNA CORNER
06/15/2026 17:28:30,06/15/2026,Client 696,36,"PHP 204,000",Married,8,BALIWAG,Facebook Ads,Locally Employed,Cebu pacific,10-90 Bank Financing,36,"PHP 188,000",UNNA CORNER
07/25/2026 14:19:02,07/25/2026,Client 697,40,"PHP 346,500",Married,7,BALIWAG,Facebook Ads,OFW Land base,qatar PETROLEUM,20-80 Pagibig Financing,44,"PHP 328,500",UNNA CORNER
08/22/2026 14:44:21,08/22/2026,Client 698,41,"PHP 288,000",Single,,BALIWAG,Facebook Ads,OFW Land base,emaar properties,Deferred Cash,,,UNNA CORNER
08/27/2026 09:49:47,08/27/2026,Client 699,45,"PHP 185,000",Married,10,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,47,"PHP 216,000",UNNA CORNER
09/13/2026 17:28:17,09/13/2026,Client 700,45,"PHP 186,000",Single,,GEN TRI,Facebook Ads,OFW Sea Base,maersk line,20-80 Pagibig Financing,,,UNNA CORNER
