Timestamp,Date,"Principal Buyer Full Name (First M.I., Family)",Age,Income of Principal Buyer,Marital Status,No. of Family Members,Preferred Location,SOURCE OF LEAD,Source of Income,Employer,Preferred Pay Term,"Spouse Full Name (First M.I., Family)",Age of Spouse,Income of Spouse
10/04/2028 14:39,10/04/2028,Client 546,33,"PHP 115,500",Married,5,GEN TRI,Facebook Ads,OFW Sea Base,philippine airlines (int'l),20-80 Pagibig Financing,Spouse of Client 546,29,"PHP 69,000"
10/05/2028 13:04,10/05/2028,Client 547,33,"PHP 104,000",Married,3,PANDI EXPANSION,Referral,Self Employed/ Business Owner,Online seller,20-80 Pagibig Financing,Spouse of Client 547,29,"PHP 53,500"
10/06/2028 14:09,10/06/2028,Client 548,28,"PHP 184,000",Married,2,NAIC,Referral,OFW Sea Base,msc Cruises,10-90 Bank Financing,Spouse of Client 548,28,"PHP 206,500"
10/08/2028 18:30,10/08/2028,Client 549,44,"PHP 29,000",Single,N/A,PANDI EXPANSION,Broker/Agent,Locally Employed,Holcim Philippines,Cash,N/A,N/A,N/A
10/08/2028 19:01,10/08/2028,Client 550,35,"PHP 178,000",Single,N/A,LIPA,Facebook Ads,Locally Employed,cebu pacific,20-80 Pagibig Financing,N/A,N/A,N/A
10/11/2028 8:30,10/11/2028,Client 551,31,"PHP 74,500",Single,n/a,GAPAN,Facebook Ads,OFW Land base,emirates airlines,20-80 Pagibig Financing,n/a,n/a,n/a
10/21/2028 18:07:07,10/21/2028,Client 552,35,"PHP 226,500",Married,5,GEN TRI,Broker/Agent,OFW Land base,Qatar petroleum,10-90 Bank Financing,Spouse of Client 552,30,"PHP 191,000"
10/21/2028 08:50:22,10/21/2028,Client 553,37,"PHP 45,000",Married,6,BATULAO,Facebook Ads,Self Employed/ Business Owner,Own business operations,10-90 Bank Financing,Spouse of Client 553,35,"PHP 41,000"
10/23/2028 15:33:43,10/23/2028,Client 554,48,"PHP 70,500",Married,2,GEN TRI,Facebook Ads,Self Employed/ Business Owner,own business operations,20-80 Pagibig Financing,Spouse of Client 554,44,"PHP 55,000"
10/24/2028 16:50:28,10/24/2028,Client 555,41,"PHP 144,000",Single,n/a,MAGALANG EAST,Facebook Ads,Self Employed/ Business Owner,Independent contractor,10-90 Bank Financing,n/a,n/a,n/a
10/30/2028 14:18:28,10/30/2028,Client 556,48,"PHP 189,500",Single,n/a,LIPA,Facebook Ads,OFW Land base,Samsung c&t (saudi),20-80 Pagibig Financing,n/a,n/a,n/a
10/31/2028 19:13:40,10/31/2028,Client 557,45,"PHP 142,000",Single,n/a,BATULAO,Facebook Ads,OFW Land base,samsung c&t (saudi),10-90 Bank Financing,n/a,n/a,n/a
11/02/2028 15:39,11/02/2028,Client 558,36,"PHP 189,000",Married,2,PANDI EXPANSION,Facebook Ads,OFW Land base,Qatar petroleum,10-90 Bank Financing,Spouse of Client 558,40,"PHP 101,000"
11/12/2028 9:26,11/12/2028,Client 559,52,"PHP 113,500",Single,N/A,LIPA,Facebook Ads,Locally Employed,cebu pacific,20-80 Pagibig Financing,N/A,N/A,N/A
11/13/2028 08:44:07,11/13/2028,Client 560,53,"PHP 142,500",Married,7,NAIC,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,Spouse of Client 560,51,"PHP 76,500"
11/15/2028 14:42:16,11/15/2028,Client 561,38,"PHP 85,000",Single,N/A,PANDI EXPANSION,Facebook Ads,OFW Sea Base,EVERGREEN marine,10-90 Bank Financing,N/A,N/A,N/A
11/15/2028 19:33:37,11/15/2028,Client 562,43,"PHP 40,000",Married,6,BATULAO,Facebook Ads,OFW Land base,hyundai engineering korea,20-80 Pagibig Financing,Spouse of Client 562,48,"PHP 27,500"
11/20/2028 15:39:25,11/20/2028,Client 563,30,"PHP 209,500",Married,2,BALIWAG,Broker/Agent,OFW Land base,Kuwait oil company,10-90 Bank Financing,Spouse of Client 563,26,"PHP 150,000"
11/21/2028 10:29:00,11/21/2028,Client 564,49,"PHP 85,000",Married,2,BATULAO,Other:,Locally Employed,department OF education,20-80 Pagibig Financing,Spouse of Client 564,50,"PHP 93,000"
11/23/2028 14:16:01,11/23/2028,Client 565,29,"PHP 25,500",Widow,N/A,TAYABAS,Facebook Ads,Locally Employed,SM investments corp,20-80 Pagibig Financing,N/A,N/A,N/A
11/27/2028 11:00:16,11/27/2028,Client 566,37,"PHP 28,000",Married,3,MAGALANG EAST,Referral,Locally Employed,Land bank of the philippines,10-90 Bank Financing,Spouse of Client 566,39,"PHP 32,000"
11/27/2028 13:14:11,11/27/2028,Client 567,31,"PHP 246,000",Widow,n/a,PANDI EXPANSION,Referral,OFW Land base,consolidated contractors,Deferred Cash,n/a,n/a,n/a
12/04/2028 19:50,12/04/2028,Client 568,28,"PHP 35,500",Married,3,PANDI EXPANSION,Facebook Ads,OFW Land base,Qatar petroleum,20-80 Pagibig Financing,Spouse of Client 568,26,"PHP 21,500"
12/05/2028 20:27,12/05/2028,Client 569,55,"PHP 140,000",Married,5,LIPA,Facebook Ads,OFW Sea Base,Maersk Line,20-80 Pagibig Financing,Spouse of Client 569,56,"PHP 164,500"
12/06/2028 16:36,12/06/2028,Client 570,29,"PHP 48,500",Married,5,PANDI EXPANSION,Broker/Agent,OFW Sea Base,maersk line,20-80 Pagibig Financing,Spouse of Client 570,28,"PHP 27,500"
12/11/2028 8:30,12/11/2028,Client 571,32,"PHP 65,000",Married,5,BATULAO,Facebook Ads,OFW Sea Base,Msc cruises,10-90 Bank Financing,Spouse of Client 571,30,"PHP 76,000"
12/13/2028 18:57:51,12/13/2028,Client 572,30,"PHP 149,000",Single,n/a,LIPA,Referral,Self Employed/ Business Owner,family agricultural business,20-80 Pagibig Financing,n/a,n/a,n/a
12/13/2028 09:57:33,12/13/2028,Client 573,42,"PHP 84,000",Married,3,NAIC,Other:,OFW Land base,adnoc,20-80 Pagibig Financing,Spouse of Client 573,37,"PHP 87,500"
12/14/2028 20:12:14,12/14/2028,Client 574,47,"PHP 46,000",Married,5,STO. TOMAS,Facebook Ads,Locally Employed,department OF EDUCATION,10-90 Bank Financing,Spouse of Client 574,52,"PHP 45,500"
12/15/2028 20:32:40,12/15/2028,Client 575,31,"PHP 139,500",Single,N/A,MAGALANG EAST,Facebook Ads,OFW Land base,Al futtaim group,20-80 Pagibig Financing,N/A,N/A,N/A
12/17/2028 19:18:59,12/17/2028,Client 576,28,"PHP 117,000",Married,2,PANDI EXPANSION,Broker/Agent,Self Employed/ Business Owner,online seller,10-90 Bank Financing,Spouse of Client 576,32,"PHP 149,500"
12/17/2028 18:48:48,12/17/2028,Client 577,48,"PHP 46,000",Married,3,MAGALANG EAST,Referral,Locally Employed,accenture philippines,10-90 Bank Financing,Spouse of Client 577,45,"PHP 43,500"
12/24/2028 12:55:59,12/24/2028,Client 578,33,"PHP 147,500",Married,5,GEN TRI,Other:,OFW Land base,Al futtaim group,20-80 Pagibig Financing,Spouse of Client 578,35,"PHP 137,000"
12/25/2028 10:51:17,12/25/2028,Client 579,47,"PHP 45,000",Single,N/A,BALIWAG,Facebook Ads,OFW Land base,enoc,20-80 Pagibig Financing,N/A,N/A,N/A
01/08/2029 10:21,01/08/2029,Client 580,54,"PHP 148,000",Single,N/a,LIPA,Facebook Ads,OFW Sea Base,msc cruises,20-80 Pagibig Financing,N/a,N/a,N/a
01/10/2029 10:47,01/10/2029,Client 581,27,"PHP 37,500",Widow,n/a,LIPA,Referral,OFW Land base,jumeirah group,20-80 Pagibig Financing,n/a,n/a,n/a
01/11/2029 18:00,01/11/2029,Client 582,34,"PHP 23,500",Married,2,NAIC,Referral,Self Employed/ Business Owner,sari-sari store,Cash,Spouse of Client 582,30,"PHP 28,000"
01/17/2029 17:33:34,01/17/2029,Client 583,36,"PHP 32,000",Married,5,BATULAO,Facebook Ads,OFW Sea Base,evergreen marine,20-80 Pagibig Financing,Spouse of Client 583,33,"PHP 31,500"
01/24/2029 13:26:50,01/24/2029,Client 584,46,"PHP 217,500",Married,4,LIPA,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,Spouse of Client 584,43,"PHP 200,000"
01/24/2029 19:46:19,01/24/2029,Client 585,36,"PHP 43,000",Widow,N/A,BATULAO,Facebook Ads,OFW Land base,Bechtel middle east,Deferred Cash,N/A,N/A,N/A
01/25/2029 20:17:03,01/25/2029,Client 586,47,"PHP 148,500",Married,5,MAGALANG EAST,Facebook Ads,OFW Land base,sohar aluminum,20-80 Pagibig Financing,Spouse of Client 586,52,"PHP 109,000"
01/28/2029 16:57:04,01/28/2029,Client 587,55,"PHP 30,500",Widow,2,CALAMBA,Facebook Ads,OFW Land base,kuwait oil company,20-80 Pagibig Financing,N/A,N/A,N/A
01/31/2029 17:09:25,01/31/2029,Client 588,30,"PHP 118,000",Single,N/a,GEN TRI,Referral,OFW Land base,pricewaterhousecoopers uae,20-80 Pagibig Financing,N/a,N/a,N/a
02/04/2029 14:33,02/04/2029,Client 589,53,"PHP 124,500",Married,4,NAIC,Broker/Agent,Locally Employed,philippine general Hospital,10-90 Bank Financing,Spouse of Client 589,50,"PHP 129,000"
02/05/2029 9:02,02/05/2029,Client 590,27,"PHP 88,000",Married,5,MAGALANG EAST,Facebook Ads,OFW Sea Base,carnival cruise line,20-80 Pagibig Financing,Spouse of Client 590,22,"PHP 49,000"
02/05/2029 19:49,02/05/2029,Client 591,48,"PHP 112,500",Single,N/A,STO. TOMAS,Other:,Locally Employed,ayala land construction,20-80 Pagibig Financing,N/A,N/A,N/A
02/13/2029 20:39:57,02/13/2029,Client 592,41,"PHP 98,000",Married,7,STO. TOMAS,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,Spouse of Client 592,44,"PHP 107,500"
02/14/2029 17:14:34,02/14/2029,Client 593,37,"PHP 41,500",Single,N/A,STO. TOMAS,Broker/Agent,OFW Sea Base,Philippine airlines (int'l),20-80 Pagibig Financing,N/A,N/A,N/A
02/28/2029 20:42:42,02/28/2029,Client 594,45,"PHP 58,000",Married,7,NAIC,Facebook Ads,OFW Land base,samsung c&t (saudi),10-90 Bank Financing,Spouse of Client 594,42,"PHP 58,000"
03/02/2029 10:14,03/02/2029,Client 595,40,"PHP 130,500",Married,6,BATULAO,Other:,OFW Sea Base,carnival cruise line,10-90 Bank Financing,Spouse of Client 595,40,"PHP 124,500"
03/03/2029 12:57,03/03/2029,Client 596,37,"PHP 209,000",Single,N/a,BATULAO,Broker/Agent,OFW Land base,EMIRATES AIRLINES,20-80 Pagibig Financing,N/a,N/a,N/a
03/05/2029 8:32,03/05/2029,Client 597,52,"PHP 35,000",Married,7,GEN TRI,Facebook Ads,OFW Land base,emaar properties,20-80 Pagibig Financing,Spouse of Client 597,52,"PHP 28,000"
03/05/2029 13:20,03/05/2029,Client 598,25,"PHP 65,500",Widow,N/A,BALIWAG,Broker/Agent,OFW Sea Base,MSC cruises,20-80 Pagibig Financing,N/A,N/A,N/A
03/09/2029 10:48,03/09/2029,Client 599,55,"PHP 113,000",Married,7,LIPA,Referral,OFW Land base,adnoc,20-80 Pagibig Financing,Spouse of Client 599,60,"PHP 81,500"
03/11/2029 19:24,03/11/2029,Client 600,36,"PHP 114,000",Single,N/A,STO. TOMAS,Facebook Ads,Locally Employed,Universal robina corp,20-80 Pagibig Financing,N/A,N/A,N/A
